set_id,set_kind,target_id,positive_target,family,params,core_rank,best_branch_rank,legacy_multi_branch_rank,final_rank,core_score,branch_score,branch_confidence,branch_member_count,support_ratio,applied_weight,bonus,positive_rescue_3,positive_rescue_5,false_boost_count,false_boost_rank_gain_sum,false_boost_mean_rank_gain,top3_false_boost,top5_false_boost
aoko_set_05,mixed,C021,Vilio,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",17,11,17,19,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.5434115613418617,,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",25,9,20,25,49.420058047902764,57.44745089285714,0.8,2,0.5,0.5656854249492381,,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",13,8,15,14,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C025,平重衡,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",10,2,5,8,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.8764,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.8705,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.8912,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.8734,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",11,7,9,11,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.6144953268062067,0.8358433496085603,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.8556,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",4,1,1,1,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.5489269942351169,5.816205675218331,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",4,1,1,2,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.5434115613418617,5.747337203201911,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",4,3,4,4,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.560169992055983,1.071552772169503,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.5431994293075059,1.3213505486883372,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.5489269942351169,1.3827981002219643,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",26,9,25,26,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.5599578600216271,3.8121639898081328,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",26,25,25,26,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.5489269942351169,3.3536618601546135,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.5572001435749995,2.8062831497313163,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",26,9,25,26,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.5629277085026105,3.996173288549522,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",25,1,16,11,52.67477838517184,61.501337053571426,0.788,2,0.5,0.5572001435749995,4.918159757305405,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",25,12,22,25,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.5266531306277407,3.763519236600757,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",13,1,9,9,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.5293401363962495,3.542142439293094,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",16,13,21,18,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.5434115613418617,0.0,False,False,3,20.0,6.666666666666667,0,0
aoko_set_05,mixed,C022,光森壱哉,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",22,13,21,22,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.5406538448952343,2.24177886223108,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C021,Vilio,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",17,11,17,17,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.5434115613418617,1.2089240103861538,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",25,9,20,25,49.420058047902764,57.44745089285714,0.8,2,0.5,0.5656854249492381,4.540979132732491,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.5461692777884893,4.227738376501376,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",13,8,15,14,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.5629277085026105,0.38581909407739895,False,False,2,13.0,6.5,0,1
aoko_set_06,mixed,C025,平重衡,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.5629277085026105,3.0290534090032764,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Candidate Union,"{""confidence_threshold"": 0.55, ""stage2"": ""gated_lambda_1"", ""support_mode"": ""sqrt"", ""top_k"": 5}",10,2,5,5,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.5516847106817444,4.546664477388546,False,True,0,0.0,0.0,0,0
