character_id,character_name,game,current_tag_1,current_tag_2,current_tag_3,alt_tag_1,alt_tag_2,alt_tag_3,confidence,review_reason,status,review_action,review_note
C159,加賀見一月,NORN9 LAST ERA,色气,腹黑,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C160,宿吏暁人,NORN9 LAST ERA,傲娇,毒舌,欢喜冤家,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→毒舌; strict heat threshold
C162,乙丸平士,NORN9 LAST ERA,天然,少年感,治愈系,,,,A,,AUTO_PASS,,v6.6C identity index append
C168,九十九丸,剑为君舞,阳光,少年感,陪伴成长,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→少年感; strict heat threshold
C169,螢,剑为君舞,冷感,脆弱感,救赎感,,,,A,,AUTO_PASS,,v6.6C identity index append
C170,黒羽実彰,剑为君舞,成熟可靠,强者感,强守护,,,,A,,AUTO_PASS,,v6.6C identity index append
C171,縁,剑为君舞,色气,神秘系,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C172,鷺原左京,剑为君舞,理性沉稳,精英感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C174,土方歳三,薄樱鬼 真改,成熟可靠,强者感,高奉献,,,,A,,AUTO_PASS,,v6.6C identity index append
C175,沖田総司,薄樱鬼 真改,毒舌,脆弱感,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C176,斎藤一,薄樱鬼 真改,冷感,强者感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C177,藤堂平助,薄樱鬼 真改,热血,少年感,陪伴成长,,,,A,,AUTO_PASS,,v6.6C identity index append
C178,原田左之助,薄樱鬼 真改,阳光,成熟可靠,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C179,風間千景,薄樱鬼 真改,危险系,强者感,强占有,,,,A,,AUTO_PASS,,v6.6C identity index append
C180,永倉新八,薄樱鬼 真改,热血,阳光,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C182,山崎烝,薄樱鬼 真改,温柔,成熟可靠,强守护,,,,A,,AUTO_PASS,,v6.6C identity index append
C183,伊庭八郎,薄樱鬼 真改,温柔,理性沉稳,高奉献,,,,A,,AUTO_PASS,,v6.6C identity index append
C184,相馬主計,薄樱鬼 真改,少年感,阳光,陪伴成长,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→阳光; strict heat threshold
C200,美作燈真,KLAP!!,傲娇,热血,欢喜冤家,,,,A,,AUTO_PASS,,v6.6C identity index append
C201,周防壮介,KLAP!!,冷感,精英感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C202,駿河明人,KLAP!!,阳光,少年感,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C203,カミル＝セッツェリン,KLAP!!,色气,非人感,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C204,播磨奏,KLAP!!,温柔,天然,治愈系,,,,A,,AUTO_PASS,,v6.6C identity index append
C206,ヒロヤ,Period Cube ～鸟笼的阿玛迪斯～,阳光,少年感,陪伴成长,,,,A,,AUTO_PASS,,v6.6C identity index append
C207,ラディウス,Period Cube ～鸟笼的阿玛迪斯～,强者感,冷感,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C208,リベラ,Period Cube ～鸟笼的阿玛迪斯～,温柔,脆弱感,救赎感,,,,A,,AUTO_PASS,,v6.6C identity index append
C209,アストラム,Period Cube ～鸟笼的阿玛迪斯～,腹黑,色气,强占有,,,,A,,AUTO_PASS,,v6.6C identity index append
C210,ザイン,Period Cube ～鸟笼的阿玛迪斯～,冷感,神秘系,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C261,Masaomi Asahina,BROTHERS CONFLICT Precious Baby,成熟可靠,温柔,稳定恋爱,,,,A,,AUTO_PASS,,v6.6C identity index append
C262,Ukyo Asahina,BROTHERS CONFLICT Precious Baby,理性沉稳,精英感,强守护,,,,A,,AUTO_PASS,,v6.6C identity index append
C263,Kaname Asahina,BROTHERS CONFLICT Precious Baby,色气,年上感,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C264,Hikaru Asahina,BROTHERS CONFLICT Precious Baby,腹黑,色气,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C265,Tsubaki Asahina,BROTHERS CONFLICT Precious Baby,阳光,少年感,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→少年感; strict heat threshold
C266,Azusa Asahina,BROTHERS CONFLICT Precious Baby,温柔,理性沉稳,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C267,Natsume Asahina,BROTHERS CONFLICT Precious Baby,成熟可靠,理性沉稳,强守护,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→理性沉稳; strict heat threshold
C268,Louis Asahina,BROTHERS CONFLICT Precious Baby,温柔,天然,治愈系,,,,A,,AUTO_PASS,,v6.6C identity index append
C269,Subaru Asahina,BROTHERS CONFLICT Precious Baby,阳光,少年感,陪伴成长,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→阳光; strict heat threshold
C270,Iori Asahina,BROTHERS CONFLICT Precious Baby,温柔,精英感,稳定恋爱,,,,A,,AUTO_PASS,,v6.6C identity index append
C271,Yusuke Asahina,BROTHERS CONFLICT Precious Baby,傲娇,少年感,欢喜冤家,,,,A,,AUTO_PASS,,v6.6C identity index append
C272,Futo Asahina,BROTHERS CONFLICT Precious Baby,色气,少年感,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C274,Ayato Sakamaki,DIABOLIK LOVERS GRAND EDITION,傲娇,危险系,强占有,,,,A,,AUTO_PASS,,v6.6C identity index append
C275,Kanato Sakamaki,DIABOLIK LOVERS GRAND EDITION,疯感,脆弱感,高依赖,,,,A,,AUTO_PASS,,v6.6C identity index append
C276,Laito Sakamaki,DIABOLIK LOVERS GRAND EDITION,色气,腹黑,刺激型,,,,A,,AUTO_PASS,,v6.6C identity index append
C277,Shu Sakamaki,DIABOLIK LOVERS GRAND EDITION,冷感,低表达,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C278,Reiji Sakamaki,DIABOLIK LOVERS GRAND EDITION,理性沉稳,控制型,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C279,Subaru Sakamaki,DIABOLIK LOVERS GRAND EDITION,傲娇,脆弱感,救赎感,,,,A,,AUTO_PASS,,v6.6C identity index append
C280,Ruki Mukami,DIABOLIK LOVERS GRAND EDITION,精英感,控制型,强占有,,,,A,,AUTO_PASS,,v6.6C identity index append
C281,Kou Mukami,DIABOLIK LOVERS GRAND EDITION,阳光,色气,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C282,Yuma Mukami,DIABOLIK LOVERS GRAND EDITION,傲娇,强者感,欢喜冤家,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→傲娇; strict heat threshold
C284,Yue,安琪莉可 Luminarise,温柔,成熟可靠,稳定恋爱,,,,A,,AUTO_PASS,,v6.6C identity index append
C285,Noah,安琪莉可 Luminarise,少年感,阳光,陪伴成长,,,,A,,AUTO_PASS,,v6.6C identity index append
C286,Vergil,安琪莉可 Luminarise,冷感,精英感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C287,Kanata,安琪莉可 Luminarise,阳光,少年感,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→阳光; strict heat threshold
C288,Shuri,安琪莉可 Luminarise,理性沉稳,温柔,治愈系,,,,A,,AUTO_PASS,,v6.6C identity index append
C289,Milan,安琪莉可 Luminarise,色气,腹黑,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C290,Xeno,安琪莉可 Luminarise,神秘系,冷感,宿命感,,,,A,,AUTO_PASS,,v6.6C identity index append
C291,Felix,安琪莉可 Luminarise,成熟可靠,强者感,强守护,,,,A,,AUTO_PASS,,v6.6C identity index append
C293,真田幸村,遥远时空中7,热血,强者感,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C294,天野五月,遥远时空中7,温柔,成熟可靠,稳定恋爱,,,,A,,AUTO_PASS,,v6.6C identity index append
C295,宮本武蔵,遥远时空中7,少年感,阳光,陪伴成长,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→阳光; strict heat threshold
C296,佐々木大和,遥远时空中7,理性沉稳,精英感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C297,黒田長政,遥远时空中7,冷感,强者感,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C298,直江兼続,遥远时空中7,阳光,热血,直球主动,,,,A,,AUTO_PASS,,v6.6C identity index append
C299,阿国,遥远时空中7,色气,神秘系,刺激型,,,,A,,AUTO_PASS,,v6.6C identity index append
C301,風真玲太,心跳回忆 Girl's Side 4th Heart,阳光,成熟可靠,陪伴成长,,,,A,,AUTO_PASS,,v6.6C identity index append
C302,颯砂希,心跳回忆 Girl's Side 4th Heart,冷感,精英感,慢热,,,,A,,AUTO_PASS,,v6.6C identity index append
C303,本多行,心跳回忆 Girl's Side 4th Heart,天然,少年感,治愈系,,,,A,,AUTO_PASS,,v6.6C identity index append
C304,七ツ森実,心跳回忆 Girl's Side 4th Heart,反差萌,色气,高拉扯,,,,A,,AUTO_PASS,,v6.6C identity index append
C305,柊夜ノ介,心跳回忆 Girl's Side 4th Heart,温柔,理性沉稳,稳定恋爱,,,,A,,AUTO_PASS,,v6.6C identity index append
C306,氷室一紀,心跳回忆 Girl's Side 4th Heart,冷感,少年感,陪伴成长,,,,A,,AUTO_PASS,,v6.6C identity index append
C307,御影小次郎,心跳回忆 Girl's Side 4th Heart,成熟可靠,年上感,强守护,,,,A,,AUTO_PASS,,v6.6C identity index append
C308,白羽大地,心跳回忆 Girl's Side 4th Heart,阳光,少年感,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→少年感; strict heat threshold
C104,Takatsuna Sasaki,毘卢遮那战姬 ～一树之风～,神秘系,腹黑,宿命感,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C157,吾妻夏彦,NORN9 LAST ERA,冷感,精英感,高拉扯,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C161,室星ロン,NORN9 LAST ERA,神秘系,非人感,宿命感,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C173,鈴懸,剑为君舞,温柔,天然,治愈系,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,MANUAL_MODIFICATION,Rejected proposal: 疯感 / 危险系 / 高情绪浓度; approved: 温柔 / 天然 / 治愈系
C181,山南敬助,薄樱鬼 真改,理性沉稳,神秘系,高拉扯,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C185,坂本龍馬,薄樱鬼 真改,色气,神秘系,宿命感,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C205,出雲紫苑,KLAP!!,神秘系,腹黑,刺激型,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C211,ディメント,Period Cube ～鸟笼的阿玛迪斯～,非人感,危险系,宿命感,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C273,Wataru Asahina,BROTHERS CONFLICT Precious Baby,天然,少年感,治愈系,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C283,Azusa Mukami,DIABOLIK LOVERS GRAND EDITION,温柔,脆弱感,高依赖,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C292,Lorenzo,安琪莉可 Luminarise,危险系,神秘系,高情绪浓度,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C300,柳生宗矩,遥远时空中7,成熟可靠,神秘系,宿命感,,,,HUMAN_CONFIRMED,V6_6C_1_REVIEWER_FINAL_WRITE,HUMAN_CALIBRATED,KEEP,Reviewer approved proposed tags without change
C323,海棠鷹斗,CLOCK ZERO ～终焉之一秒～,精英感,疯感,唯一例外,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C324,英央,CLOCK ZERO ～终焉之一秒～,温柔,少年感,陪伴成长,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C325,白田美ツ騎,Jack Jeanne,冷感,脆弱感,治愈系,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C326,世長創司郎,Jack Jeanne,温柔,少年感,陪伴成长,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C327,根地黒門,Jack Jeanne,腹黑,精英感,高拉扯,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C328,Claude Grain,OVER REQUIEMZ,理性沉稳,成熟可靠,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C329,モリィ・ウッドランド,OVER REQUIEMZ,冷感,脆弱感,救赎感,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C330,ノイル・ベスティア,OVER REQUIEMZ,热血,阳光,并肩恋爱,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C331,Dorothy,OVER REQUIEMZ,神秘系,腹黑,高拉扯,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C332,湊康平,共鸣之吻,冷感,精英感,直球主动,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C333,虎走要司,共鸣之吻,成熟可靠,理性沉稳,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C334,吉岡緑郎,共鸣之吻,温柔,成熟可靠,稳定恋爱,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C335,碓井修也,共鸣之吻,理性沉稳,神秘系,慢热,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C337,石川五右衛門,天狱乱斗,强者感,成熟可靠,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C338,村上誉那,天狱乱斗,热血,少年感,直球主动,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C339,東洲斎写楽,天狱乱斗,色气,腹黑,高拉扯,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C340,JacK,天狱乱斗,神秘系,脆弱感,救赎感,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C341,川上音二郎,明治东京恋伽,阳光,色气,直球主动,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C342,泉鏡花,明治东京恋伽,傲娇,少年感,欢喜冤家,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C343,藤田五郎,明治东京恋伽,理性沉稳,成熟可靠,慢热,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C344,岩崎桃介,明治东京恋伽,精英感,理性沉稳,稳定恋爱,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C345,チャーリー,明治东京恋伽,神秘系,色气,宿命感,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C346,诺伯拉,灾厄黑龙与谎言公主,阳光,色气,刺激型,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C347,安德鲁,灾厄黑龙与谎言公主,傲娇,成熟可靠,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C348,矢代,璃梦泡影之世外浮城,神秘系,腹黑,高拉扯,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C349,帷,璃梦泡影之世外浮城,冷感,强者感,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C350,依,璃梦泡影之世外浮城,温柔,脆弱感,高依赖,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C351,露草,璃梦泡影之世外浮城,理性沉稳,神秘系,宿命感,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C352,悪虂王,第六妖守,强者感,成熟可靠,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→成熟可靠; strict heat threshold
C353,湫,第六妖守,冷感,少年感,慢热,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C354,ミラン,提米拉纳国的好运公主与悲运骑士团,成熟可靠,色气,稳定恋爱,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C355,キア,提米拉纳国的好运公主与悲运骑士团,天然,少年感,治愈系,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C357,エリヤ,Honey Vibes,强者感,成熟可靠,强守护,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C358,フィン,Honey Vibes,理性沉稳,温柔,稳定恋爱,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C359,アルヴィン,Honey Vibes,冷感,精英感,慢热,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C360,イーノ,Honey Vibes,阳光,天然,治愈系,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C361,ミロ,Honey Vibes,热血,少年感,直球主动,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C362,テオ,Honey Vibes,色气,神秘系,高拉扯,,,,A,V6_7_1_PUBLIC_ROSTER_FAST_TRACK,AUTO_PASS,AUTO_PASS,spoiler-safe public evidence
C143,ジョセフィ,提米拉纳国的好运公主与悲运骑士团,傲娇,热血,高拉扯,,,,A,V6_7_13_PUBLIC_ROSTER_COMPLETION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C144,アデル,提米拉纳国的好运公主与悲运骑士团,温柔,成熟可靠,强守护,,,,A,V6_7_13_PUBLIC_ROSTER_COMPLETION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C145,トビアス,提米拉纳国的好运公主与悲运骑士团,脆弱感,温柔,陪伴成长,,,,A,V6_7_13_PUBLIC_ROSTER_COMPLETION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C363,香椎玲音,DYNAMIC CHORD 动态和弦 feat.[rêve parfait] Remaster edition,傲娇,少年感,高情绪浓度,,,,A,V6_7_26_USER_REQUESTED_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C364,百瀬つむぎ,DYNAMIC CHORD 动态和弦 feat.[rêve parfait] Remaster edition,毒舌,热血,直球主动,,,,A,V6_7_26_USER_REQUESTED_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C365,月野原久遠,DYNAMIC CHORD 动态和弦 feat.[rêve parfait] Remaster edition,成熟可靠,阳光,稳定恋爱,,,,A,V6_7_26_USER_REQUESTED_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C366,香椎亜貴,DYNAMIC CHORD 动态和弦 feat.[rêve parfait] Remaster edition,温柔,脆弱感,治愈系,,,,A,V6_7_26_USER_REQUESTED_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C367,郝连重,月华辉映之刻,傲娇,少年感,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→傲娇; strict heat threshold
C368,申司铎,月华辉映之刻,腹黑,成熟可靠,直球主动,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C369,郝连清,月华辉映之刻,色气,反差萌,高拉扯,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C370,施夷光,与君盟,温柔,成熟可靠,治愈系,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C371,姒勾践,与君盟,傲娇,强者感,高拉扯,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C372,伍子胥,与君盟,成熟可靠,理性沉稳,强守护,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C373,晨风,与君盟,冷感,成熟可靠,低表达,,,,A,V6_7_34_USER_REQUESTED_CHINESE_PREMIUM_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C374,篁智成,君于雪中希冀,冷感,神秘系,唯一例外,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C375,东条国孝,君于雪中希冀,阳光,成熟可靠,强守护,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C376,与市,君于雪中希冀,毒舌,冷感,慢热,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C377,久贺源十郎,君于雪中希冀,理性沉稳,成熟可靠,稳定恋爱,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C378,锦次,君于雪中希冀,傲娇,腹黑,高拉扯,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C379,樱太郎,君于雪中希冀,阳光,少年感,直球主动,,,,A,V6_7_35_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C229,Canus Espada,幻奏咖啡厅-Enchanté-,非人感,成熟可靠,强守护,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C230,Ignis Carbunculus,幻奏咖啡厅-Enchanté-,热血,傲娇,直球主动,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C231,Kaoru Rindo,幻奏咖啡厅-Enchanté-,年上感,温柔,稳定恋爱,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C232,Il Fado de Rie,幻奏咖啡厅-Enchanté-,天然,非人感,陪伴成长,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C233,Misyr Rex,幻奏咖啡厅-Enchanté-,神秘系,阳光,宿命感,,,,HUMAN_CONFIRMED,V6_5_RESTORED_TO_PRIMARY_REVIEW,HUMAN_CALIBRATED,KEEP,restored reviewer-confirmed tags from v6.5 expansion
C245,Kazuma Kamikubo,Lover Pretend,阳光,少年感,陪伴成长,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C246,Harumi Makino,Lover Pretend,少年感,天然,直球主动,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C247,Riku Nishijima,Lover Pretend,精英感,腹黑,高拉扯,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C248,Yukito Sena,Lover Pretend,色气,阳光,直球主动,,,,A,V6_5_RESTORED_TO_PRIMARY_REVIEW,AUTO_PASS,AUTO_PASS,restored from approved v6.5 expansion
C249,Asagi,Lover Pretend,成熟可靠,神秘系,慢热,,,,HUMAN_CONFIRMED,V6_5_RESTORED_TO_PRIMARY_REVIEW,HUMAN_CALIBRATED,KEEP,restored reviewer-confirmed tags from v6.5 expansion
C380,鲁德尔·克罗伊茨,时钟机关默示录,成熟可靠,理性沉稳,强守护,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C381,利亚姆·耶布拉姆,时钟机关默示录,温柔,脆弱感,陪伴成长,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C382,库厄特·赫尔特林,时钟机关默示录,毒舌,理性沉稳,欢喜冤家,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C383,吉尔·哈尼什,时钟机关默示录,天然,神秘系,唯一例外,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C384,尤纳卡·吉斯贝尔特,时钟机关默示录,冷感,傲娇,强守护,,,,A,有热情和拼命守护但并非夸张外放型,HUMAN_CALIBRATED,REPLACE,热血→傲娇；official spoiler-safe public evidence
